"","ORF","Gene","Ch","Mean","sd","Mean.1","sd.1","X3153A","p.paired","X3153A.1","sd.2","start","end","strand","X"
"3135","orf19.5246","","1",144.4,114.002957544259,273.6,291.099033882672,1.9,0.927044262,1.1,0.077,2658916,2657750,"C",NA
"3136","orf19.5245","","1",188.6,66.9043769607762,190.4,57.7082323463817,1,0.844159701,1,0.052,2659343,2661511,"W",NA
"3137","orf19.5244","MCD4","1",180.3,169.292435165714,152,170.097348739910,0.8,0.188269737,1,0.045,2661825,2664740,"W",NA
"3138","orf19.5243","TRP3","1",381.8,200.417072066856,517.9,428.74886899377,1.4,0.465206191,1,0.065,2664966,2666528,"W",NA
"3139","orf19.5242","CDC6","1",61.6,54.4116255766796,45.9,47.1244466919147,NA,0.226042721,1,0.065,2667057,2668502,"W",NA
"3140","orf19.5241","SNT1","1",3443.8,1450.44227868712,3072.9,2051.25295926468,0.9,0.203198832,1.1,0.066,2669672,2672677,"W",NA
"3141","orf19.5239","","1",1921.8,1812.38321692023,1907.7,2127.77047183643,1,0.249802576,1,0.032,2674291,2672876,"C",NA
"3142","orf19.5238","","1",279.2,184.915724409567,279,218.201963441304,1,0.468670274,1,0.057,2676383,2674566,"C",NA
"3143","orf19.5237","VPH2","1",169.6,134.774114583324,191.9,187.566977171670,1.1,0.481398747,1,0.093,2677581,2678222,"W",NA
"3144","orf19.5236","","1",41.8,7.20864425540083,69.3,29.0547331227247,NA,0.163938916,1,0.088,2678377,2679386,"W",NA
"3145","orf19.5235","","1",188.9,140.750291416130,249.3,223.691495962889,1.3,0.550210831,1,0.072,2680237,2679539,"C",NA
"3146","orf19.5234","RBD1","1",1484.8,377.370206106423,1249.4,478.350343641935,0.8,0.193842645,1,0.078,2682643,2680634,"C",NA
"3147","orf19.5233","","1",88.5,13.6874753499093,44.3,22.5252986521444,NA,0.156100814,1,0.059,2683788,2684135,"W",NA
"3148","orf19.5232","CSI2","1",1151.9,701.690335172115,1372.9,651.887207625449,1.2,0.052739028,1,0.062,2686695,2685817,"C",NA
"3149","orf19.5231.2","","1",9,15.8651854594735,20.5,31.9194839829003,NA,0.298920185,1,0.152,2687617,2687414,"C",NA
"3150","orf19.5231","","1",6258.7,6918.84496685448,5980.4,7828.73127352132,1,0.798448579,1,0.052,2687973,2689208,"W",NA
"3151","orf19.5230","MRPS9","1",843.3,352.211133459753,787.2,388.526101186914,0.9,0.183643384,1,0.058,2690384,2689374,"C",NA
"3152","orf19.5229","","1",1611.5,676.666207181605,1519.9,537.41386156283,0.9,0.86397424,1,0.06,2690877,2693891,"W",NA
"3153","orf19.5228","RIB3","1",2860.2,2525.37254869235,3927.7,3117.01657929187,1.4,0.001986876,1,0.094,2694636,2694013,"C",NA
"3154","orf19.5227","","1",111.5,24.6304500054994,170.6,52.6039306027208,1.5,0.216426952,1,0.085,2695968,2696465,"W",NA
"3155","orf19.5226","WRS1","1",259.2,251.59594539756,328,310.662034173320,1.3,0.096615494,1,0.081,2697872,2696598,"C",NA
"3156","orf19.5225.2","RPL27A","1",2113.2,958.928734690952,1936,1025.95121584213,0.9,0.541276625,1,0.092,2699181,2698355,"C",NA
"3157","orf19.5225","","1",6380.5,2051.44150688602,7364.2,2697.43749067059,1.2,0.510048249,1,0.06,2700109,2699732,"C",NA
"3158","orf19.5224","","1",351,347.271896376949,227,236.061792139757,0.6,0.74556808,1,0.077,2703193,2700359,"C",NA
"3159","orf19.5223","","1",33,10.4908334511808,23.7,24.3510120644668,NA,0.461180293,1,0.06,2703785,2703387,"C",NA
"3160","orf19.5221","","1",481.3,359.064865338833,357.2,211.215127727865,0.7,0.389683524,1,0.078,2704703,2707654,"W",NA
"3161","orf19.5220","","1",252,103.010318411908,266.8,149.717125382694,1.1,0.752736275,1,0.075,2707934,2708791,"W",NA
"3162","orf19.5219","IRA2","1",701.9,580.026878877907,672.6,548.31962271207,1,0.917368476,1,0.071,2717074,2709143,"C",NA
"3163","orf19.69.2","","1",36.1,39.1475609264796,74.2,88.4544833550798,NA,0.122722056,1.1,0.216,2719038,2718745,"C",NA
"3164","orf19.69","","1",262.1,96.408677065899,219.1,16.5102957167321,0.8,0.634881341,1,0.095,2720131,2720868,"W",NA
"3165","orf19.68.2","","1",24.1,37.052485587428,65.6,73.8746444491306,NA,0.173022612,1,0.141,2721027,2721529,"W",NA
"3166","orf19.3767","","1",558,187.616260003608,573.8,250.045346804483,1,0.985714149,1,0.052,2723345,2727364,"W",NA
"3167","orf19.3765","RAX2","1",1311.8,695.32917255253,1214.3,513.292082850603,0.9,0.919737913,1,0.073,2729519,2733700,"W",NA
"3168","orf19.3764","GSG1","1",177.7,129.474872146731,167.4,108.445351334497,0.9,0.685692389,1,0.072,2734270,2736549,"W",NA
"3169","orf19.3763","","1",257.7,241.04049001586,193.6,203.783627460791,0.8,0.789916557,1,0.061,2738052,2736673,"C",NA
"3170","orf19.3762","","1",340,38.1442569118211,523,182.468889569885,1.5,0.285083508,1,0.048,2738399,2738935,"W",NA
"3171","orf19.3761","CDC54","1",647,363.978168099986,470.2,343.343765387714,0.7,0.175958531,1,0.077,2741772,2739034,"C",NA
"3172","orf19.3760","DLH1","1",774.2,992.604753034107,909.8,1066.65705771262,1.2,0.253293196,1.1,0.11,2743158,2742044,"C",NA
"3173","orf19.3759","","1",886.1,334.423369942782,730.3,216.039678429991,0.8,0.208438614,1,0.062,2744638,2743298,"C",NA
"3174","orf19.3758","","1",328.8,293.588143262099,397,297.356439603661,1.2,0.121410755,1,0.066,2745011,2746438,"W",NA
"3175","orf19.3757","ATP20","1",1803.7,634.343817856403,2311.4,977.041906931706,1.3,0.389946177,1,0.08,2746930,2747274,"W",NA
"3176","orf19.3756","CHR1","1",2078.2,1655.25747705994,1717.4,1168.52748580061,0.8,0.363368071,1,0.068,2749675,2747753,"C",NA
"3177","orf19.3755","","1",444.9,393.316123067854,517.6,443.63304928729,1.2,0.35061498,0.9,0.143,2749794,2750456,"W",NA
"3178","orf19.6362","SPA2","1",928.3,361.212730090801,822,301.997947835472,0.9,0.551852446,1,0.061,2752581,2756981,"W",NA
"3179","orf19.6360","","1",247.7,194.12130615178,402.8,285.893531112917,1.6,0.009211152,1,0.082,2757810,2757136,"C",NA
"3180","orf19.6359","","1",204.6,176.98033270903,338.3,263.435011975184,1.7,0.021370073,1,0.034,2758245,2758646,"W",NA
"3181","orf19.6358","","1",808.8,138.979282514779,958.7,339.691466352237,1.2,0.572686126,1,0.135,2759290,2758794,"C",NA
"3182","orf19.6357","","1",94.5,137.526602435910,71.1,94.0252087264592,NA,0.988494768,1,0.074,2759755,2761845,"W",NA
"3183","orf19.6356","","1",124.8,105.788024239649,70.3,80.5750644674875,0.6,0.169984948,1,0.051,2764614,2761879,"C",NA
"3184","orf19.6355","","1",639.7,375.209962083221,851.3,590.201558157494,1.3,0.213809136,1,0.131,2764811,2766364,"W",NA
"3185","orf19.6354","","1",0,0,12.3,15.0151459391734,NA,0.210300704,1,0.03,2767100,2766450,"C",NA
"3186","orf19.6353","","1",46.6,36.5622594913701,60.8,46.4958378320318,NA,0.465050397,1,0.099,2767835,2769913,"W",NA
"3187","orf19.6351","","1",253.8,101.075213522782,238.8,52.4080258285964,0.9,0.832350604,1,0.055,2771901,2770498,"C",NA
"3188","orf19.6350","","1",119.3,72.9299078388706,188.1,45.262275907366,1.6,0.366501709,1,0.082,2773095,2772553,"C",NA
"3189","orf19.6349","RVS162","1",66.2,58.7601532331109,86.5,65.7752757726167,NA,0.185033078,1,0.043,2774814,2775821,"W",NA
"3190","orf19.6348","","1",244.3,198.675597340063,241.5,177.525668000288,1,0.894029576,1,0.041,2776744,2779569,"W",NA
"3191","orf19.6347","","1",444.2,244.34910150921,506.6,386.664105465421,1.1,0.934725763,1,0.046,2781210,2779648,"C",NA
"3192","orf19.6346","","1",541,521.105172186173,655.2,740.769351152608,1.2,0.529994951,1,0.043,2781378,2782343,"W",NA
"3193","orf19.6345","RPG1A","1",695.4,528.418602688971,773.8,718.232491796673,1.1,0.741376941,1,0.057,2782583,2785375,"W",NA
"3194","orf19.6344","RBK1","1",577.9,141.844110105732,800.4,311.92486305394,1.4,0.190992196,1,0.025,2785714,2786886,"W",NA
"3195","orf19.6343","","1",1483.5,1182.94645589937,1163.8,1041.69951273294,0.8,0.057941576,1,0.051,2788209,2787196,"C",NA
"3196","orf19.6342","","1",220.2,277.392510599150,249.9,305.609419253989,1.1,0.309444846,1,0.042,2789572,2790057,"W",NA
"3197","orf19.6341","","1",212.3,66.5522540252775,237.5,118.059140795742,1.1,0.816358099,1,0.043,2790349,2791263,"W",NA
"3198","orf19.6340","","1",1052.4,584.129452059106,1315.9,977.739028924618,1.3,0.75346437,1,0.037,2792314,2791366,"C",NA
"3199","orf19.4913","","1",113.8,71.8001301737135,123.2,127.024923684521,1.1,0.637638054,1,0.046,2796467,2792838,"C",NA
"3200","orf19.4914","","1",37.1,31.6348061721293,110.2,129.945332074897,3,0.299600604,1,0.083,2797901,2798254,"W",NA
"3201","orf19.4916","","1",1159.9,1973.68173438390,1094.5,1411.60900427897,0.9,0.142331083,1.1,0.118,2802440,2800971,"C",NA
"3202","orf19.4917","","1",5.3,8.6624318779999,13.5,22.811926812893,NA,0.422649731,1.1,0.136,2803144,2802497,"C",NA
"3203","orf19.4918","","1",145,103.471358368003,147.8,79.0056139055309,1,0.505347411,1,0.031,2805337,2803778,"C",NA
"3204","orf19.4919","","1",54.9,37.254903986612,78.7,74.8366276903822,NA,0.725135324,1.1,0.072,2805665,2806975,"W",NA
"3205","orf19.4921","","1",75.3,116.176760220198,66.7,106.930468831410,NA,0.549284111,1,0.125,2807971,2810142,"W",NA
"3206","orf19.4922","","1",1073.2,865.191253920078,1809.7,878.774444248383,1.7,0.08737033,1,0.063,2813567,2812558,"C",NA
"3207","orf19.4923","","1",21.2,37.6824733058444,17.2,41.7274407433448,NA,0.26804826,1,0.065,2815349,2813793,"C",NA
"3208","orf19.4924","","1",368.3,126.441768455418,329.1,156.174219578719,0.9,0.297720703,1,0.062,2815919,2819872,"W",NA
"3209","orf19.4927","BNI1","1",1092.6,624.078486700221,1002,623.584286630102,0.9,0.13074999,1.1,0.089,2825216,2820018,"C",NA
"3210","orf19.4928","","1",452.1,254.445386803565,432.2,271.503410717749,1,0.55762372,1,0.068,2829597,2827342,"C",NA
"3211","orf19.4929","","1",117,94.156290070967,82.5,66.7825170352334,0.7,0.088459901,1,0.036,2832089,2835613,"W",NA
"3212","orf19.4930","SPC3","1",401.9,165.585171198928,505.3,237.063473051578,1.3,0.171849045,1,0.053,2836345,2835767,"C",NA
"3213","orf19.4931","","1",12022.6,6610.24127763634,15113.4,8264.04711778617,1.3,0.017276056,1,0.091,2838889,2836544,"C",NA
"3214","orf19.4931.1","RPL14","1",2125.8,369.401973037519,2347,734.890109628809,1.1,0.522713699,1,0.04,2839943,2840692,"W",NA
"3215","orf19.4932","","1",1899.5,1244.68615544482,1571.2,998.215479594302,0.8,0.211514451,1,0.063,2843438,2841153,"C",NA
"3216","orf19.4933","FAD3","1",953.8,647.180937219743,702.1,503.985825859931,0.7,0.383132926,1,0.1,2845037,2843736,"C",NA
"3217","orf19.4934","OP4","1",1052.7,633.645431225244,117.8,143.090817577142,0.1,0.050395928,1.1,0.165,2848705,2849916,"W",NA
"3218","orf19.4936","","1",63.1,108.792392354935,36.3,32.0284341335451,NA,0.357879167,1,0.114,2853604,2853999,"W",NA
"3219","orf19.4937","CHS3","1",1362.8,965.849357253274,1175.6,908.543713364667,0.9,0.270556505,1,0.067,2859992,2856351,"C",NA
"3220","orf19.4939","","1",695.6,406.36543570799,528.9,333.169334769355,0.8,0.42990436,1,0.07,2866254,2861350,"C",NA
"3221","orf19.4940","","1",129.5,143.099486251464,200.7,244.401572183962,1.6,0.583540165,1.1,0.057,2868423,2866744,"C",NA
"3222","orf19.4941","TYE7","1",3151.7,1558.38871136926,3873.6,2375.83031701532,1.2,0.503273844,1,0.089,2869829,2869020,"C",NA
"3223","orf19.4942","","1",77,70.2608450364732,106,125.384876980425,1.4,0.835895698,1.1,0.198,2871337,2871705,"W",NA
"3224","orf19.4943","PSA2","1",1754.5,251.264939854020,2813.7,768.808916248011,1.6,0.018066504,1,0.029,2874278,2875654,"W",NA
"3225","orf19.4945","MSH6","1",937.9,842.079411435356,1152.4,1207.15277674741,1.2,0.856355087,1,0.085,2879371,2875727,"C",NA
"3226","orf19.4946","","1",185.2,287.347928372712,62.3,111.486701202749,0.3,0.209780334,1,0.064,2879648,2880409,"W",NA
"3227","orf19.4947","","1",1205.2,286.615356019497,1774.4,561.725199414722,1.5,0.364461733,1,0.075,2880732,2881241,"W",NA
"3228","orf19.4948","","1",8.3,13.6123853843157,41.1,73.807254876448,NA,0.177053057,1,0.042,2882679,2881465,"C",NA
"3229","orf19.4949","","1",42.8,63.0123378212273,21.8,33.8900939173205,NA,0.210751463,1,0.171,2883368,2883066,"C",NA
"3230","orf19.4950","AKR1","1",742.8,340.083851748054,615.2,328.269085972469,0.8,0.033533338,1,0.053,2886263,2883822,"C",NA
"3231","orf19.4951","","1",528.7,112.503366341661,407,156.195045583708,0.8,0.47992381,1,0.065,2888158,2889426,"W",NA
"3232","orf19.4952","","1",2006.1,757.623468038181,2328,559.329348081312,1.2,0.035043628,1,0.042,2891695,2892633,"W",NA
"3233","orf19.4952.1","","1",3895.2,3073.08254419557,3115,2527.70569864317,0.8,0.085533023,1,0.08,2893446,2894008,"W",NA
"3234","orf19.4953","","1",842.6,773.273330230554,1096.4,1261.54376208312,1.3,0.469884487,1,0.034,2894367,2895263,"W",NA
"3235","orf19.4954","","1",2545.8,2333.84994243830,2937.4,2810.68719949779,1.2,0.370615566,1,0.111,2896155,2895565,"C",NA
"3236","orf19.4955","","1",6.8,10.9357421011217,37.2,38.2103439984431,NA,0.146258248,1,0.037,2896806,2898392,"W",NA
"3237","orf19.4956","RPN1","1",2944.5,1236.61275985513,2986.5,1120.41127976032,1,0.828179399,1,0.056,2901442,2898458,"C",NA
"3238","orf19.4958","ECM25","1",79.2,65.6100323091171,46,41.8597219257883,NA,0.493104843,1,0.048,2902728,2904596,"W",NA
"3239","orf19.4959","","1",1972.3,729.810724680631,1347.7,359.297896330066,0.7,0.016736085,1,0.029,2906720,2904999,"C",NA
"3240","orf19.4960","","1",1445.2,495.338576694232,2010.4,544.129223253312,1.4,0.01518073,1,0.067,2908446,2907412,"C",NA
"3241","orf19.4961","STP2","1",1860.2,573.120590343787,1712.7,1012.92236010478,0.9,0.170802479,1.1,0.071,2911732,2913486,"W",NA
"3242","orf19.4962","","1",116,91.1863002897515,82.9,78.1947589291237,0.7,0.308139956,1,0.082,2914912,2913785,"C",NA
"3243","orf19.4963","","1",734.1,609.701378491676,884.3,815.693418686969,1.2,0.26215166,1,0.033,2915143,2916339,"W",NA
"3244","orf19.4964","","1",196.1,212.13232023869,160.9,139.224072413659,0.8,0.697356261,1,0.074,2916611,2917456,"W",NA
"3245","orf19.4965","","1",127.3,104.152146465793,111.6,77.9168849229728,0.9,0.994065497,1,0.035,2917715,2919805,"W",NA
"3246","orf19.4966","","1",1815.7,1168.86853330934,1259.4,673.692112248994,0.7,0.085978887,1,0.05,2922382,2920187,"C",NA
"3247","orf19.4967","COX19","1",260.4,276.233702221471,368.1,194.444805897141,1.4,0.024547664,1.1,0.039,2925549,2926017,"W",NA
"3248","orf19.4969","KEM1","1",1122.1,315.67154928523,919.3,422.816142544212,0.8,0.182728537,1,0.052,2930787,2926204,"C",NA
"3249","orf19.4970","","1",0,0,0,0,NA,NA,1,0.033,2933917,2932190,"C",NA
"3250","orf19.4972","","1",442.9,603.192424738082,424.1,410.204353413993,1,0.190138898,1.1,0.089,2937571,2935625,"C",NA
"3251","orf19.4975","HYR1","1",108.2,86.433739313531,117.2,78.8324382513525,1.1,0.191885816,1,0.083,2944794,2947553,"W",NA
"3252","orf19.4976","","1",7.9,13.1143037348473,2.4,3.5558141015052,NA,0.422649731,1.1,0.069,2951250,2951606,"W",NA
"3253","orf19.4979","KNS1","1",682.7,446.83636442581,672.8,536.922450882147,1,0.551109348,1,0.036,2952225,2954225,"W",NA
"3254","orf19.4980","HSP70","1",24393.8,7504.49270683406,27876.1,8128.11995416445,1.1,0.566327027,1,0.047,2955762,2957732,"W",NA
"3255","orf19.4981","","1",113.2,98.3455468276454,63.2,61.2370499291789,0.6,0.534937592,1,0.065,2960132,2958018,"C",NA
"3256","orf19.4982","","1",199.3,212.634739327103,206.7,227.960253496548,1,0.860283979,1,0.066,2962728,2961100,"C",NA
"3257","orf19.4983","","1",182.9,98.7536986487745,235.3,120.193367325100,1.3,0.137128706,1,0.08,2964210,2963395,"C",NA
"3258","orf19.4984","","1",252.4,179.290380101823,432.6,277.026709232303,1.7,0.063175685,1,0.045,2964525,2966081,"W",NA
"3259","orf19.4985","GUP1","1",411.6,486.077949943841,282.7,296.642379160135,0.7,0.704528578,1,0.073,2966690,2968444,"W",NA
"3260","orf19.4987","NUP49","1",444.1,249.935605490446,427.3,247.825863304437,1,0.76117638,1,0.025,2969909,2968560,"C",NA
"3261","orf19.4988","","1",197,136.788457886293,178.4,96.989785312029,0.9,0.727996447,1,0.057,2970121,2971638,"W",NA
"3262","orf19.4991","MPT5","1",262.5,142.875967904634,224.2,158.374256700178,0.9,0.782876838,1,0.058,2976356,2979172,"W",NA
"3263","orf19.4993","SEC18","1",1671.6,1417.94026769706,1903.6,1546.07160044015,1.1,0.272634558,1,0.046,2981615,2984005,"W",NA
"3264","orf19.4995","","1",19.9,22.8399136041156,3.8,4.64408868718789,NA,0.22513017,1,0.05,2985121,2986353,"W",NA
"3265","orf19.4996","","1",173.4,201.160541492278,229.8,278.654660634445,1.3,0.434453051,1,0.07,2986453,2987349,"W",NA
"3266","orf19.4997","KIS2","1",919.6,964.742965749797,1001.4,1161.03107054739,1.1,0.504846901,1,0.081,2990032,2987795,"C",NA
"3267","orf19.4998","","1",493.6,224.762532455072,368.9,163.029779745303,0.7,0.536256396,1,0.058,2993348,2996389,"W",NA
"3268","orf19.5000","CYB2","1",670.4,528.164010036794,535.8,391.851509118217,0.8,0.993893038,1,0.064,2997207,2998889,"W",NA
"3269","orf19.5001","CUP2","1",2543.2,338.476558183211,2100.8,474.327854763817,0.8,0.142817232,1.1,0.062,2999889,3001664,"W",NA
"3270","orf19.5003","","1",646.8,364.503843572749,828.5,573.573274240563,1.3,0.200649507,1,0.025,3003092,3001746,"C",NA
"3271","orf19.5004","RAD54","1",364.6,219.468385317746,337.4,209.818178841621,0.9,0.751995044,1,0.042,3003486,3006032,"W",NA
"3272","orf19.5005","OSM2","1",2240.3,807.299521018237,1724.2,973.47207851335,0.8,0.050047409,1,0.068,3006473,3008419,"W",NA
"3273","orf19.5006","GCV3","1",3779.4,1719.87671164696,4544,2667.44529280251,1.2,0.180466508,1,0.093,3009024,3008491,"C",NA
"3274","orf19.5006.1","","1",9946.1,3799.97446929446,7333,2211.76888789895,0.7,0.116737855,1,0.079,3010010,3009603,"C",NA
"3275","orf19.5007","ACT1","1",19305.3,10479.0182903409,21585.7,11102.2603426864,1.1,0.327580202,1,0.09,3011464,3013252,"W",NA
"3276","orf19.5008.1","","1",164,119.190797638062,163,73.0497101241927,1,0.695196269,1,0.039,3013825,3013526,"C",NA
"3277","orf19.5009","","1",612.9,256.190212782371,620.1,318.446845010139,1,0.67614968,1,0.095,3014085,3016001,"W",NA
"3278","orf19.5010","DIM1","1",1087.2,394.710455805108,1318.9,497.570992645789,1.2,0.143216241,1,0.05,3017083,3016103,"C",NA
"3279","orf19.5011","KAR9","1",247.2,232.138154144785,212.6,204.617520752184,0.9,0.30468682,1,0.068,3017916,3020192,"W",NA
"3280","orf19.5012","","1",0,0,0,0,NA,NA,1,0.108,3020879,3020283,"C",NA
"3281","orf19.5013","AGM1","1",1373.5,1019.25456209373,1442.2,860.491813572469,1.1,0.525711361,1,0.072,3021071,3022705,"W",NA
"3282","orf19.5014","","1",349.7,271.761614838380,406.8,240.005825849532,1.2,0.105565138,1.1,0.082,3023536,3022829,"C",NA
"3283","orf19.5015","MYO2","1",1314.8,1025.45019086048,928.8,755.240916829472,0.7,0.065294306,1,0.056,3026140,3030825,"W",NA
"3284","orf19.5016","","1",606.9,130.003165381295,914.2,24.2244271948622,1.5,0.08573706,1.1,0.122,3031406,3031041,"C",NA
"3285","orf19.5017","","1",280.4,165.815167492617,316.4,211.34605302731,1.1,0.637510616,1,0.06,3033599,3031584,"C",NA
"3286","orf19.5019","","1",497.3,268.770973324596,440.5,135.854079118274,0.9,0.948099332,1,0.049,3035261,3037345,"W",NA
"3287","orf19.5020","","1",528,217.347969432715,460.4,165.017192811538,0.9,0.468442741,1,0.06,3038662,3037640,"C",NA
"3288","orf19.5021","PDX1","1",2751.8,793.956174376508,3445.6,1447.33145818111,1.3,0.094488975,1,0.072,3040358,3039105,"C",NA
"3289","orf19.5022","","1",1261.6,825.007374728688,1209.6,690.002100690193,1,0.809896288,1.1,0.073,3041593,3043548,"W",NA
"3290","orf19.5023","DAL7","1",45.5,71.6016506022095,66.8,95.625818838589,NA,0.26242782,1,0.058,3045169,3043640,"C",NA
"3291","orf19.5024","GND1","1",11615.6,6178.30232229459,14423.7,7143.4940834193,1.2,0.179725984,1.1,0.102,3048182,3045995,"C",NA
"3292","orf19.5025","MET3","1",2618.4,1736.71725209290,3742.8,3491.29523950474,1.4,0.50539059,1,0.109,3051624,3053207,"W",NA
"3293","orf19.5026","","1",1613.2,1176.43596513554,1576.2,1384.23048275010,1,0.432518939,1,0.077,3057052,3053519,"C",NA
"3294","orf19.5027","LCB2","1",1081,1067.27673911274,717.4,723.947448575302,0.7,0.695420691,1.1,0.118,3063251,3061542,"C",NA
"3295","orf19.5029","MODF","1",195.6,180.550998704298,223.8,199.177187681421,1.1,0.627793226,1,0.042,3065571,3063934,"C",NA
"3296","orf19.5030","","1",180.7,183.343784660425,217.7,212.876180764528,1.2,0.618354905,1,0.043,3066059,3067138,"W",NA
"3297","orf19.5031","SSK1","1",458.8,163.306090802149,343.1,105.475928843771,0.7,0.191866811,1,0.069,3067600,3069624,"W",NA
"3298","orf19.5032","SIM1","1",6214.9,2004.87981258671,4753.9,2285.07716187848,0.8,0.177260566,1,0.049,3074225,3075343,"W",NA
"3299","orf19.5033","","1",224.4,180.675710795840,372,249.721573952559,1.7,0.084880221,1,0.074,3076326,3075832,"C",NA
"3300","orf19.5034","","1",669.8,536.089639262418,577.8,473.171062735373,0.9,0.089575423,1,0.078,3076739,3078670,"W",NA
"3301","orf19.5035","","1",1153.1,446.891749409903,1143.8,841.140670764226,1,0.457423032,1,0.05,3080366,3078708,"C",NA
"3302","orf19.7205","DUR7","1",178.6,139.955730342898,236.5,227.722216345445,1.3,0.299049402,1.1,0.113,3083072,3081048,"C",NA
"3303","orf19.7206","OCA6","1",748.4,360.089676888209,1235.1,883.966909895233,1.7,0.180685751,1,0.062,3083829,3084437,"W",NA
"3304","orf19.7207","DOA4","1",462.2,139.447731368885,603,229.012708477967,1.3,0.182509867,1,0.046,3086875,3084440,"C",NA
"3305","orf19.7208","CSK1","1",1.3,2.82441577198322,2.3,3.96928084261278,NA,0.238819447,1,0.072,3087751,3088943,"W",NA
"3306","orf19.7209","","1",25.5,30.4822810409566,39.5,42.7752254504704,NA,0.304526565,1,0.11,3089336,3089743,"W",NA
"3307","orf19.7210","","1",449.4,255.004536465882,1046.2,653.328196207087,2.3,0.000442615,1,0.048,3090053,3091060,"W",NA
"3308","orf19.7212","","1",272.8,123.901290258293,285.3,136.378475725453,1,0.607508016,1.1,0.099,3091220,3093523,"W",NA
"3309","orf19.7213","","1",291.4,317.329646850529,209.5,253.516123581281,0.7,0.138405303,1,0.066,3096896,3093525,"C",NA
"3310","orf19.7214","","1",1733,1635.9816933895,2616.9,2179.84117925062,1.5,0.027171422,1.1,0.103,3097299,3098807,"W",NA
"3311","orf19.7215","","1",5000.2,1210.15336319309,6983.5,2487.17915821375,1.4,0.2768132,1,0.092,3099412,3104868,"W",NA
"3312","orf19.7215.3","","1",2578.5,2171.78217957902,2544.7,1782.83921880348,1,0.430352642,1,0.037,3105095,3105476,"W",NA
"3313","orf19.7216","","1",984.5,494.435463968757,1343.4,677.3166325278,1.4,0.056021588,1,0.038,3105892,3106557,"W",NA
"3314","orf19.7217","RPL4B","1",33609.4,6041.58568833015,32021.7,9073.22339172437,1,0.6911889,1,0.067,3107870,3106779,"C",NA
"3315","orf19.7218","RBE1","1",889.9,308.225713895992,702.9,252.409128887571,0.8,0.124881687,1,0.036,3109061,3108246,"C",NA
"3316","orf19.7219","FTR1","1",4634.2,1611.61749449228,4144.8,1277.99708345352,0.9,0.607027165,1.1,0.078,3113806,3114951,"W",NA
"3317","orf19.7221","SET3","1",1303,501.233547956543,864.7,270.012840002845,0.7,0.017030647,1.1,0.13,3118760,3115551,"C",NA
"3318","orf19.7222","PAM16","1",685.6,174.195197061934,844,207.532998838158,1.2,0.05922485,1,0.084,3120326,3119961,"C",NA
"3319","orf19.7223","","1",152.9,149.288001472700,126.5,138.939804025867,0.8,0.114318962,1,0.055,3121139,3122893,"W",NA
"3320","orf19.7224","","1",1978.3,1169.85044729851,2541.7,1266.57021791390,1.3,0.056179809,1.1,0.163,3123255,3124931,"W",NA
"3321","orf19.7225","","1",185.7,203.951091582175,267.8,239.578604182477,1.4,0.390903263,1,0.045,3125467,3127038,"W",NA
"3322","orf19.7227","","1",1381.8,1327.85401255355,3699.9,4858.08605812585,2.7,0.207146596,1,0.051,3127472,3127098,"C",NA
"3323","orf19.7228","","1",631.1,199.453094551181,930,605.196881586511,1.5,0.398118649,1.1,0.094,3127809,3128801,"W",NA
"3324","orf19.7229","IML2","1",2706.4,427.9716918441,2422.2,592.311231541,0.9,0.337894882,1.1,0.106,3131465,3128865,"C",NA
"3325","orf19.7231","FTR2","1",2498.9,2495.73309741970,1861.4,1756.62946471743,0.7,0.451655468,1.1,0.051,3134269,3133121,"C",NA
"3326","orf19.7232","IRR1","1",916.3,537.218637936361,570.9,360.632582078357,0.6,0.018553508,1,0.056,3138881,3135612,"C",NA
"3327","orf19.7234","","1",723.6,203.645990402563,522.3,241.513487375753,0.7,0.138069405,1,0.119,3139214,3140899,"W",NA
"3328","orf19.7235","","1",545.1,175.935195950045,611.7,216.058480914391,1.1,0.535939584,1.1,0.084,3143753,3141075,"C",NA
"3329","orf19.7236","TIF35","1",2095.2,913.744881092454,2725,1657.11507995189,1.3,0.392806922,1,0.07,3145130,3144291,"C",NA
"3330","orf19.7237","","1",244.1,197.134300892480,308.6,267.605638887709,1.3,0.267666923,1,0.033,3145510,3146313,"W",NA
"3331","orf19.7238","NPL3","1",3605.4,1348.46951640469,3113.9,1614.80962515274,0.9,0.269315489,1,0.066,3147648,3146788,"C",NA
"3332","orf19.7239","","1",3096.8,1321.57048844943,4391.6,2646.20231925224,1.4,0.086972069,1,0.119,3150328,3148098,"C",NA
"3333","orf19.7242","NCR1","1",2693.4,1533.78536610668,3155.4,1649.25559441273,1.2,0.018154994,1,0.087,3154898,3151128,"C",NA
"3334","orf19.7243","","1",1444.6,1274.874483236,1703.7,1218.97107862049,1.2,0.091816453,1.1,0.102,3155237,3156250,"W",NA
"3335","orf19.7244","","1",1376.1,305.344157287243,1772.5,834.32095273961,1.3,0.578546496,1.1,0.172,3156949,3156254,"C",NA
"3336","orf19.7245","","1",839.7,837.090783664999,923.7,958.821122935044,1.1,0.703279157,1.1,0.168,3157230,3158501,"W",NA
"3337","orf19.7247","RIM101","1",1352.3,505.701086787919,1649.2,1328.28982399253,1.2,0.94651032,1,0.036,3160657,3158672,"C",NA
