"","ORF","Gene","Ch","Mean","sd","Mean.1","sd.1","X3153A","p.paired","X3153A.1","sd.2","start","end","strand","X"
"5499","orf19.3957","","5",676.6,648.613002401725,502.1,560.514573385792,0.7,0.248845722,0.6,0.043,1025233,1024403,"C",NA
"5500","orf19.3959","SSD1","5",1127.6,409.441372353496,818.9,431.828593156859,0.7,0.178884324,0.6,0.055,1029517,1025693,"C",NA
"5501","orf19.3960","HYS2","5",867.3,327.292382865724,571.7,244.796871094444,0.7,0.096254241,0.6,0.052,1032504,1031080,"C",NA
"5502","orf19.3962","HAS1","5",3430.6,406.972735114212,2703.6,1122.40610765787,0.8,0.089999599,0.6,0.048,1034421,1032724,"C",NA
"5503","orf19.3963","","5",30.2,26.2123431366028,32.3,31.932643539179,NA,0.997392522,0.6,0.035,1035482,1036357,"W",NA
"5504","orf19.3964","ASH2","5",517.1,276.357355033449,211.3,142.886874925057,0.4,0.006138428,0.6,0.08,1036689,1038089,"W",NA
"5505","orf19.3965","","5",43.1,31.2547805635838,35.9,52.5331238070324,NA,0.41895126,0.6,0.046,1038734,1038084,"C",NA
"5506","orf19.3966","CRH12","5",8.9,9.89477535131031,19.7,14.5191485126856,NA,0.183887667,0.6,0.051,1039173,1040687,"W",NA
"5507","orf19.3967","PFK1","5",6816.4,3448.41850988788,6011.9,4587.89376582697,0.9,0.327525658,0.6,0.027,1041235,1044198,"W",NA
"5508","orf19.3968","","5",0,0,1.8,2.46332175598145,NA,0.422649731,0.6,0.034,1051721,1052032,"W",NA
"5509","orf19.3969","SFL2","5",330.8,114.379010116438,108.1,68.1393111342054,0.3,0.063082905,0.7,0.072,1053870,1056014,"W",NA
"5510","orf19.3970","","5",310.5,87.4084209069846,292.4,212.146383837635,0.9,0.382847218,0.6,0.033,1058879,1058136,"C",NA
"5511","orf19.3971","","5",94.3,94.6753365966208,65.7,100.515405805759,NA,0.12320869,0.6,0.03,1059086,1059844,"W",NA
"5512","orf19.3972","","5",624.3,547.637524946748,445.4,429.561450735052,0.7,0.115700171,0.6,0.061,1060529,1060009,"C",NA
"5513","orf19.3973","","5",1354.3,815.633152197187,1310.8,947.443487648362,1,0.214938875,0.6,0.028,1061136,1061921,"W",NA
"5514","orf19.3974","PUT2","5",2164.6,871.575270742235,1469.4,1055.83487175147,0.7,0.030963423,0.6,0.039,1063882,1062095,"C",NA
"5515","orf19.3976","","5",930.7,1085.61812963384,674.8,752.098687454673,0.7,0.144402618,0.6,0.027,1065391,1064270,"C",NA
"5516","orf19.3977","","5",444.8,436.455747966952,354.1,367.811260706679,0.8,0.130358941,0.6,0.028,1066749,1065640,"C",NA
"5517","orf19.3978","","5",250.2,98.4917425732664,113.8,61.9125190789895,0.5,0.004640672,0.6,0.053,1066976,1067689,"W",NA
"5518","orf19.3980","","5",384.7,294.146780225424,202.3,139.994622321232,0.5,0.756763154,0.6,0.053,1073719,1067930,"C",NA
"5519","orf19.3981","MAL31","5",455.4,251.823980565203,136.9,233.157683132495,0.3,0.026047844,0.6,0.024,1076005,1074239,"C",NA
"5520","orf19.3982","","5",913.7,1141.68825842020,127.6,133.198533166685,0.1,0.064674794,0.6,0.022,1078944,1080692,"W",NA
"5521","orf19.3983","","5",2347.4,1440.68507904773,2554.6,1715.42908159982,1.1,0.9404148,0.6,0.025,1083059,1080849,"C",NA
"5522","orf19.3984","","5",222.6,160.800298717641,65.7,110.956638738911,0.3,0.024969295,0.6,0.023,1088560,1091088,"W",NA
"5523","orf19.3986","PPR1","5",81.7,63.0561783596534,76.7,80.3733874541322,NA,0.299750816,0.6,0.023,1094318,1091736,"C",NA
"5524","orf19.3988","","5",218.2,185.531200100019,250.2,249.574789678403,1.1,0.771378537,0.7,0.032,1095702,1097429,"W",NA
"5525","orf19.3990","","5",995.1,1025.86107744050,812.2,907.215715145922,0.8,0.447637753,0.7,0.103,1097705,1098196,"W",NA
"5526","orf19.3991","","5",1852.7,1593.11017223636,2182.1,2060.07039932103,1.2,0.833602393,0.6,0.033,1100466,1098265,"C",NA
"5527","orf19.3994","","5",772.8,274.23856854432,468.7,205.401678709164,0.6,0.003226659,0.6,0.037,1102477,1101287,"C",NA
"5528","orf19.3995","RIM13","5",343.8,158.645744479163,255.2,290.966875373479,0.7,0.053226061,0.6,0.051,1104673,1102520,"C",NA
"5529","orf19.3996","","5",503.1,247.874973128747,289.4,102.620859245078,0.6,0.073733349,0.6,0.024,1104781,1106229,"W",NA
"5530","orf19.3997","ADH1","5",60649.6,27179.0932338272,39514,16957.0336583927,0.7,0.02318858,0.7,0.081,1107937,1108986,"W",NA
"5531","orf19.3998","","5",156.8,20.3697812095816,183.8,13.8317078208496,1.2,0.21937312,0.6,0.06,1109616,1109131,"C",NA
"5532","orf19.3999","","5",109.7,130.865720664228,17.8,31.0364814395605,0.2,0.046098667,0.6,0.034,1109886,1112189,"W",NA
"5533","orf19.4000","FIL2","5",624.4,231.291863812516,220.2,83.7550037214327,0.4,0.003098565,0.6,0.058,1119088,1121145,"W",NA
"5534","orf19.4001","","5",320.5,375.614379683265,255.2,392.287558406827,0.8,0.113662658,0.6,0.024,1121602,1122867,"W",NA
"5535","orf19.4002","DUN1","5",132.9,71.6343947030171,52.9,44.5248993762992,0.4,0.156477724,0.6,0.026,1124644,1122956,"C",NA
"5536","orf19.4003","TIP20","5",1155.2,753.306664290868,661.5,306.29285554899,0.6,0.110269209,0.6,0.051,1127570,1125216,"C",NA
"5537","orf19.4004","CCT3","5",2434.8,1788.99246124763,1664.4,1026.40404065991,0.7,0.131904849,0.6,0.031,1127833,1129422,"W",NA
"5538","orf19.4005","","5",422.1,491.255967528185,420.3,517.21859157595,1,0.797012102,0.6,0.058,1130202,1129477,"C",NA
"5539","orf19.4006","","5",99.7,81.3243319195894,76.5,43.633192637946,NA,0.807195134,0.6,0.034,1130323,1131381,"W",NA
"5540","orf19.4007","","5",609.6,480.870345497065,525.9,408.689790422091,0.9,0.198432924,0.6,0.038,1132677,1131376,"C",NA
"5541","orf19.4009","CNB1","5",1454,285.658181778006,1099.9,289.020755486348,0.8,0.130536165,0.6,0.032,1133376,1132855,"C",NA
"5542","orf19.4010","PAN3","5",299.2,75.6510938311912,150,73.7163820838348,0.5,0.019271468,0.6,0.04,1133879,1135975,"W",NA
"5543","orf19.4011","","5",1.5,3.34533630534913,28,58.4728170441118,NA,0.194934151,0.6,0.048,1137207,1138430,"W",NA
"5544","orf19.4012","PCL5","5",721.4,191.086298756102,633,393.614385307912,0.9,0.12899744,0.6,0.025,1139318,1140232,"W",NA
"5545","orf19.4013","","5",236.3,221.865314841212,152.1,139.837100287549,0.6,0.43592024,0.6,0.046,1141603,1140299,"C",NA
"5546","orf19.4014","","5",160.3,195.258853129239,188.1,335.606806849407,1.2,0.890659255,0.6,0.075,1141942,1143390,"W",NA
"5547","orf19.4015","CAG1","5",48.9,68.1073192676548,760.6,325.898631808896,15.5,0.003328837,0.6,0.047,1143585,1144874,"W",NA
"5548","orf19.4016","","5",6176.4,2848.57238285060,4325,1105.17198483751,0.7,0.033787975,0.6,0.066,1146284,1144965,"C",NA
"5549","orf19.4017","","5",7.9,11.6662740314885,0,0,NA,0.174690947,0.6,0.059,1147497,1146553,"C",NA
"5550","orf19.4018","","5",480.9,385.562682518803,416.4,336.418725673214,0.9,0.561134765,0.6,0.034,1148441,1147686,"C",NA
"5551","orf19.4019","","5",155,51.5784928256639,96.7,59.2361990303384,0.6,0.41486745,0.7,0.106,1148592,1149212,"W",NA
"5552","orf19.4021","","5",998.8,134.027835368483,757.3,81.9696144379145,0.8,0.006700101,0.7,0.051,1150168,1149257,"C",NA
"5553","orf19.4022","SDH4","5",821.2,407.195881934538,581.3,281.908827287616,0.7,0.025264437,0.6,0.048,1150803,1150309,"C",NA
"5554","orf19.4023","MRP2","5",2055.5,369.264772031257,1263.6,625.964299017725,0.6,0.036659607,0.6,0.032,1151322,1150975,"C",NA
"5555","orf19.4024","RIB5","5",4202.4,2343.61119357841,3563,2089.18024245018,0.8,0.383772692,0.6,0.054,1151737,1152450,"W",NA
"5556","orf19.4025","PRE1","5",4343.8,1391.29288037501,3974.5,1929.13162884439,0.9,0.205888307,0.6,0.092,1152595,1153185,"W",NA
"5557","orf19.4026","HIS1","5",5208.5,714.48058213868,5203.4,2114.4770239598,1,0.766921711,0.6,0.055,1154134,1153238,"C",NA
"5558","orf19.4028","","5",289.7,36.1888580781751,270.5,23.0645055327098,0.9,0.318277597,0.6,0.08,1155352,1154366,"C",NA
"5559","orf19.4029","","5",3808.5,659.507400072924,3247.6,1680.73029253600,0.9,0.252686676,0.6,0.013,1155795,1157042,"W",NA
"5560","orf19.4030","","5",1280.9,633.651388513316,830.1,335.705941733851,0.6,0.105285962,0.6,0.046,1157239,1158513,"W",NA
"5561","orf19.4031","","5",220.4,123.039671387247,140.6,153.243222391432,0.6,0.131238717,0.6,0.112,1161237,1158544,"C",NA
"5562","orf19.4033","PRP22","5",104.3,80.1333560439164,53.5,28.7267121608777,0.5,0.164926242,0.6,0.087,1164407,1161417,"C",NA
"5563","orf19.4032","RPN5","5",1367,354.008434292586,768.1,613.998837318889,0.6,0.081883096,0.6,0.027,1164565,1165941,"W",NA
"5564","orf19.4035","PGA4","5",4545.5,1326.34783795419,3028.4,1439.65760999360,0.7,0.159173845,0.6,0.103,1167315,1165960,"C",NA
"5565","orf19.4036","APM1","5",631.8,223.058895933958,373.1,76.2129742622347,0.6,0.040355057,0.6,0.04,1168153,1169469,"W",NA
"5566","orf19.4040","ILV3","5",4344.6,4490.34031941446,2851.2,2859.84863656241,0.7,0.674388996,0.6,0.088,1171286,1169517,"C",NA
"5567","orf19.4041","PEX4","5",2633.5,2275.39086437852,1973.4,1764.97921217926,0.7,0.159811416,0.7,0.121,1172145,1172669,"W",NA
"5568","orf19.4043","","5",2692.8,626.767907041717,2235.8,1407.10551875172,0.8,0.315740495,0.7,0.102,1174952,1172694,"C",NA
"5569","orf19.4044","MUM2","5",345.5,187.45661079554,354.1,217.368182684734,1,0.881032356,0.6,0.131,1175905,1175225,"C",NA
"5570","orf19.4045","EST1","5",667.7,677.309589376191,605.4,619.077739154618,0.9,0.326431747,0.7,0.083,1176415,1178253,"W",NA
"5571","orf19.4046","","5",223.8,129.363553150774,183.3,98.3019296104267,0.8,0.087902598,0.6,0.098,1176416,1175955,"C",NA
"5572","orf19.4048","DES1","5",4004.3,1961.33142639416,2999.7,2375.66988674053,0.7,0.152622221,0.6,0.073,1178347,1179459,"W",NA
"5573","orf19.4051","HTS1","5",3239.7,668.399007209503,2299.4,547.094326750785,0.7,0.089789208,0.6,0.091,1180961,1179456,"C",NA
"5574","orf19.4054","CTA24","5",11399.5,8750.95514874347,10912.2,10279.6494565213,1,0.491451892,0.9,0.082,1182927,1182169,"C",NA
"5575","orf19.6338","","6",430.6,555.215140370134,427.7,439.542753483662,1,0.544947134,1.1,0.152,3622,4008,"W",NA
"5576","orf19.6337","TLO13","6",8431.9,6850.97897657861,8855.4,6199.68013563026,1.1,0.395154449,1,0.17,5545,6075,"W",NA
"5577","orf19.6336","PGA25","6",1066.3,418.938037424751,682.8,277.133781574504,0.6,0.114747099,1.1,0.237,9900,7282,"C",NA
"5578","orf19.6329","","6",1387.5,846.854136168232,440.1,307.931541335987,0.3,0.022850194,1,0.046,11351,10266,"C",NA
"5579","orf19.6328","","6",197.4,60.7682060926571,261.9,130.616127333609,1.3,0.604906373,1.1,0.049,11586,11954,"W",NA
"5580","orf19.6327","HET1","6",7443.6,2124.08082018705,7666.2,2850.86958056763,1,0.926315078,1.1,0.159,12549,11956,"C",NA
"5581","orf19.6326","","6",652.2,408.570268575061,610.9,446.686705886672,0.9,0.132415041,1.2,0.275,13439,12654,"C",NA
"5582","orf19.6325.1","","6",415.7,125.449273192614,421,61.6190068228327,1,0.902104339,1.1,0.245,13539,13784,"W",NA
"5583","orf19.6324","VID27","6",1969.6,778.743603180214,2377.1,1180.04416011913,1.2,0.534048111,1.2,0.276,16035,13798,"C",NA
"5584","orf19.6323","HPA2","6",502.4,575.853969424377,464.6,468.902555439002,0.9,0.454377295,1.1,0.135,16593,16135,"C",NA
"5585","orf19.6322","ARD","6",18184.3,12953.5141768695,18457.9,12407.1731537154,1,0.972606482,1.1,0.183,17289,18134,"W",NA
"5586","orf19.6321","PGA48","6",1552.8,1100.83988388924,1920,1087.49196660008,1.2,0.032455204,1.1,0.006,18362,18688,"W",NA
"5587","orf19.6319","","6",1254.7,969.140951751939,1125.9,814.101399182705,0.9,0.838876505,1.1,0.159,20661,18685,"C",NA
"5588","orf19.1178","","6",1.4,1.80094546366999,17.3,14.7196158437532,NA,0.223737682,1.1,0.192,21525,20920,"C",NA
"5589","orf19.1177","","6",970.4,422.038510993612,911.3,434.046895088508,0.9,0.505039181,1.1,0.096,21616,22896,"W",NA
"5590","orf19.1179","","6",6035.2,1907.08884228662,8462.6,3961.56981980404,1.4,0.390507612,1.1,0.205,23241,22909,"C",NA
"5591","orf19.1180","","6",875.6,743.793851573351,1001.9,839.474469440818,1.1,0.094885495,1.1,0.119,23430,24677,"W",NA
"5592","orf19.1181","","6",36.5,40.0370008470457,30.3,25.9483237700594,NA,0.902384445,1.1,0.192,24885,25973,"W",NA
"5593","orf19.1182","","6",641.1,160.893970161821,696.9,246.005504020304,1.1,0.822278506,1.1,0.203,26861,25968,"C",NA
"5594","orf19.1183","","6",1377.2,332.684194570019,1361,428.575045063511,1,0.832019623,1.1,0.103,27005,28651,"W",NA
"5595","orf19.1185","","6",1037.6,350.318681976647,1230.3,517.719118997662,1.2,0.304015374,1.1,0.206,28821,29930,"W",NA
"5596","orf19.1186","","6",1556.9,378.488614871938,1294.8,466.449561862984,0.8,0.524043058,1.1,0.251,30104,30796,"W",NA
"5597","orf19.1187","CPH2","6",757.2,331.226520145989,822.6,250.787068359384,1.1,0.178251804,1.1,0.113,32572,35133,"W",NA
"5598","orf19.1189","","6",2451.7,2772.37504340809,1290.1,992.622840830588,0.5,0.106744637,1,0.051,39779,41833,"W",NA
"5599","orf19.1190","","6",1862.5,1061.55787303071,1606,850.762036945502,0.9,0.58963736,1.1,0.123,46683,43852,"C",NA
"5600","orf19.1191","","6",192.3,56.587694986087,341.4,155.649026877430,1.8,0.030706595,1.1,0.104,47177,49597,"W",NA
"5601","orf19.1192","DNA2","6",322.1,155.814402964305,293.2,199.126631283079,0.9,0.397519508,1.1,0.087,53930,49650,"C",NA
"5602","orf19.1193","GNP1","6",3146.6,1723.35800416348,5378.4,2655.11222449468,1.7,0.000642241,1.1,0.077,56126,54387,"C",NA
"5603","orf19.1195","","6",404.9,160.591116913817,388.4,130.338576109572,1,0.947151337,1.1,0.11,60009,57658,"C",NA
"5604","orf19.1196","","6",1525.6,1415.39231675048,1206.9,1001.96054993216,0.8,0.90297211,1.1,0.109,60917,63502,"W",NA
"5605","orf19.1198","","6",226.6,211.398380480245,314.2,251.057627480512,1.4,0.22011309,1.1,0.074,64239,63694,"C",NA
"5606","orf19.1199","NOP5","6",3454.9,1616.40355664598,3742.7,2148.43313733559,1.1,0.849971115,1,0.02,66035,64485,"C",NA
"5607","orf19.1200","","6",51.5,59.7914849463232,89.2,84.866215382192,NA,0.063747707,1,0.038,67495,66500,"C",NA
"5608","orf19.1201","","6",1723.6,689.662417834453,1757.6,847.232636146379,1,0.967233751,1,0.04,67551,69041,"W",NA
"5609","orf19.1202","","6",562.6,249.865347852883,548.9,191.367682833931,1,0.759367248,1,0.046,70422,69088,"C",NA
"5610","orf19.1203","SRO77","6",877.2,181.898403001889,1089.1,244.127851409983,1.2,0.127166386,1.1,0.168,73882,70652,"C",NA
"5611","orf19.1203.1","","6",684.5,319.402084443936,625.4,327.313064128507,0.9,0.369473559,1.1,0.114,74162,74505,"W",NA
"5612","orf19.1204","","6",183.7,141.715978449055,208.8,125.487206002179,1.1,0.563545743,1.1,0.088,76177,74639,"C",NA
"5613","orf19.4215","FET34","6",41.5,35.6240798565522,50.3,43.4837753846955,NA,0.312651478,1,0.006,78587,76710,"C",NA
"5614","orf19.4214","","6",0,0,12.6,20.9417590343869,NA,0.502229505,1,0.076,79373,78972,"C",NA
"5615","orf19.4213","FET31","6",56.1,78.8211940341995,66.6,80.9797194079311,NA,0.323497676,1.1,0.117,82105,80231,"C",NA
"5616","orf19.4212","FET99","6",232.2,312.303115587202,67,75.710569332409,0.3,0.104529737,1.1,0.174,85591,83711,"C",NA
"5617","orf19.4211","FET3","6",1362.5,1272.69387356933,1536.6,1206.89113667901,1.1,0.260987835,1,0.099,89365,87506,"C",NA
"5618","orf19.4210","","6",326.8,179.562762031665,380.4,147.407628279555,1.2,0.135892424,1,0.058,92713,94104,"W",NA
"5619","orf19.4209","","6",108.7,152.515952885051,156.1,176.592421634266,1.4,0.104483481,1,0.072,95242,94247,"C",NA
"5620","orf19.4208","RAD52","6",80.8,63.8654311202263,113.3,123.702947704028,1.4,0.577417155,1.1,0.077,97421,95727,"C",NA
"5621","orf19.4205.1","","6",519.7,395.568017796357,752.8,431.957400741104,1.4,0.009965385,1,0.115,98367,98107,"C",NA
"5622","orf19.4206","","6",148.8,128.275894760465,119.9,113.168777207848,0.8,0.42932962,1,0.059,98566,100410,"W",NA
"5623","orf19.4204","","6",1374.5,568.957533870524,1615.8,611.614907719466,1.2,0.037108137,1,0.076,100601,101506,"W",NA
"5624","orf19.4203","","6",258.7,149.933583595396,335.4,106.031865173907,1.3,0.213510811,1,0.057,101853,103841,"W",NA
"5625","orf19.4201","NHX1","6",1031.6,474.848528260366,1038.9,393.735607735754,1,0.838987722,1.1,0.04,105983,103992,"C",NA
"5626","orf19.4200","","6",0,0,41.6,71.5411868603241,NA,0.422649731,1.1,0.092,107404,107763,"W",NA
"5627","orf19.4199","","6",1049.2,802.082212184727,840.2,543.458427528747,0.8,0.514653124,1,0.027,107927,109498,"W",NA
"5628","orf19.4197","YHM2","6",1214.2,576.071806235218,1306.8,648.987428482301,1.1,0.441531028,1.1,0.087,110646,109741,"C",NA
"5629","orf19.4196","","6",58,16.4225262843517,45.4,32.5775645273643,NA,0.368338024,1,0.053,111554,111222,"C",NA
"5630","orf19.4195.1","FCA1","6",10.6,9.81793157268784,31.6,25.3397766574604,NA,0.407071618,1,0.108,112307,112829,"W",NA
"5631","orf19.4195","","6",51.5,22.5325878492459,250.6,88.3675153041007,4.9,0.001111226,1,0.045,112970,113368,"W",NA
"5632","orf19.4194","","6",289.7,127.49549224995,302.6,171.015916631033,1,0.61060002,1,0.04,114469,113378,"C",NA
"5633","orf19.4193.1","RPS13","6",461.8,137.438938448479,625,307.967830355711,1.4,0.339814634,1,0.02,115590,114731,"C",NA
"5634","orf19.4193","","6",17983.7,7249.88288450392,21671.3,11334.2966842462,1.2,0.161727432,1,0.047,116477,115873,"C",NA
"5635","orf19.4192","CDC14","6",422.4,293.656690038683,250.6,127.736253759474,0.6,0.413960791,1.1,0.099,116893,118596,"W",NA
"5636","orf19.3660","","6",4.4,7.39030683764119,13.5,15.9212336786671,NA,0.134548052,1,0.028,119503,121029,"W",NA
"5637","orf19.3659","","6",583.3,425.225350798415,694.6,499.181720291389,1.2,0.089389743,1,0.093,122019,121120,"C",NA
"5638","orf19.3658","","6",877.4,701.231964698114,883.9,778.025963839108,1,0.50738436,1.1,0.044,122527,124470,"W",NA
"5639","orf19.3656","COX15","6",336.9,51.5598040436855,537.7,100.129723587097,1.6,0.010317726,1.1,0.134,126008,124569,"C",NA
"5640","orf19.3655","","6",0,0,0,0,NA,NA,1,0.089,126597,128513,"W",NA
"5641","orf19.3653","FAT1","6",1369,1386.79004923755,1044,865.952071326895,0.8,0.850352859,1,0.052,129850,131802,"W",NA
"5642","orf19.3651","PGK1","6",38645,8982.6817122606,37936.6,9179.5531371073,1,0.904261633,1,0.041,133290,132037,"C",NA
"5643","orf19.3649","","6",1352.1,1020.09802215849,1456.9,902.768552879436,1.1,0.55788416,1,0.101,134314,135168,"W",NA
"5644","orf19.3648","","6",148.3,130.259744589215,115,128.653791205314,0.8,0.168506217,1.1,0.091,137049,135201,"C",NA
"5645","orf19.3647","","6",292,165.869828654612,313.9,167.579930257917,1.1,0.553014548,1,0.071,137397,140720,"W",NA
"5646","orf19.3646","CTR1","6",3221.7,2776.24596043885,4909.8,4474.70063262367,1.5,0.144756188,1.1,0.076,141631,140876,"C",NA
"5647","orf19.3644","","6",739.4,505.565407137782,563.3,294.240549519121,0.8,0.36861668,1.1,0.08,144532,142385,"C",NA
"5648","orf19.3643","","6",261.7,320.696009834185,293.1,337.639332926385,1.1,0.73783209,1.1,0.163,150599,149427,"C",NA
"5649","orf19.3642","SUN41","6",5851,1845.34028336784,6375.1,3513.03133334750,1.1,0.917922556,1,0.065,158331,159587,"W",NA
"5650","orf19.84","CAN3","6",514.8,257.552232657013,332.9,180.129428564145,0.6,0.224413033,1.1,0.223,161777,159898,"C",NA
"5651","orf19.85","GPX2","6",800.8,307.449142137196,630,295.766124779291,0.8,0.003319746,1,0.054,165076,165567,"W",NA
"5652","orf19.86","","6",3397.2,1772.85805955523,5339.9,988.366825399164,1.6,0.047768606,1,0.038,167189,167674,"W",NA
"5653","orf19.87","GPX1","6",163.6,143.687951693891,281.8,246.992975726066,1.7,0.043029279,1.1,0.078,169171,169860,"W",NA
"5654","orf19.88","ILV5","6",9562.2,6965.35211235677,11551.2,9196.35451785086,1.2,0.378579477,1,0.049,171374,170172,"C",NA
"5655","orf19.89","","6",399.3,443.699066541974,471.8,455.107432296267,1.2,0.10758084,1.1,0.102,172306,173448,"W",NA
"5656","orf19.90","","6",623,423.085708488769,608,341.255661850706,1,0.885762946,1,0.059,174667,176931,"W",NA
"5657","orf19.91","","6",58.3,49.8771322392559,93.3,91.6385092731635,NA,0.831360929,1,0.053,177896,176997,"C",NA
"5658","orf19.92","","6",3175.3,2824.81472537528,2616.5,2190.44424765805,0.8,0.412395704,1.1,0.102,181089,178399,"C",NA
"5659","orf19.93","","6",4266.1,3053.50763404287,4204.3,463.601063610913,1,0.76975333,1,0.056,182745,183200,"W",NA
"5660","orf19.94","","6",1990.9,1364.70264382255,2500,1678.88823483749,1.3,0.259012273,1.1,0.08,184139,183405,"C",NA
"5661","orf19.95","","6",61.9,57.716278461028,64.5,55.5332065252041,NA,0.816851602,1.1,0.048,185701,184811,"C",NA
"5662","orf19.96","TOP1","6",741,540.083851527682,584.2,404.653455311179,0.8,0.085388724,1,0.044,188928,186586,"C",NA
"5663","orf19.97","CAN1","6",2820,969.89808431333,3396.3,1992.80539046005,1.2,0.521668543,1.1,0.119,191106,192821,"W",NA
"5664","orf19.99","HAL21","6",956.8,474.445922292359,864.3,435.561726486587,0.9,0.726169168,1.1,0.101,194044,193016,"C",NA
"5665","orf19.100","","6",459.9,313.4900443074,573.1,466.994707898889,1.2,0.380133454,1,0.045,195350,194298,"C",NA
"5666","orf19.101","RIM9","6",349.7,302.888578450868,433.9,277.531026170072,1.2,0.070318938,1,0.066,195973,197013,"W",NA
"5667","orf19.102","","6",208.1,176.674759627717,267.6,254.031615245390,1.3,0.211629257,1,0.075,198335,197085,"C",NA
"5668","orf19.103","KAR5","6",38.9,50.000359375894,25.4,22.1712152344181,NA,0.690720697,1,0.06,198735,199112,"W",NA
"5669","orf19.104","","6",118.5,101.678432340511,119.2,98.7856199144148,1,0.395414816,1,0.067,199311,200165,"W",NA
